"ID de respuesta","Fecha de envío","Última página","Lenguaje inicial","Fecha de inicio","Fecha de la última acción","Dirección IP","URL de referencia","Género","Edad","Nacionalidad","Nivel de estudios","Clasifica tu grado de visión","¿Utilizas gafas o lentes de contacto?","¿Tienes alguna carencia visual que afecte a la recepción de formas, colores, distancias, etc.?","Si has contestado Sí a la pregunta anterior, indica cuál.","¿Tienes acceso a dispositivos (ordenador, móvil, tablet, etc.) conectados a Internet habitualmente?","¿Cuánto tiempo al día usas el móvil/tableta/ordenador/TV?","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [1. Apps de contenidos audiovisuales (Netflix, HBO, etc.)]","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [2. Aplicaciones de mensajería (Whatsapp, Facebook Messenger, etc.)]","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [3. Bibliotecas de fotos online (Google Photos, iPhoto, etc.)]","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [4. Redes sociales (Facebook, Instagram, Twitter, etc.).]","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [5. Aplicaciones de vídeo (Youtube, Vimeo, etc.).]","¿Qué tipo de aplicaciones utilizas en tu ordenador/tableta/móvil? (Respuesta múltiple) [Otro]","Durante ese uso, ¿cuántas imágenes consumes (ves y compartes)?","¿Cuál es tu herramienta habitual de consumo de imágenes?","¿Cada cuánto tiempo consumes imágenes?","Cuando generas una imagen, ¿qué tipo de dispositivo usas? (Respuesta múltiple) [1. Cámara de fotos]","Cuando generas una imagen, ¿qué tipo de dispositivo usas? (Respuesta múltiple) [2. Teléfono móvil]","Cuando generas una imagen, ¿qué tipo de dispositivo usas? (Respuesta múltiple) [3. Tableta]","Cuando generas una imagen, ¿qué tipo de dispositivo usas? (Respuesta múltiple) [Otro]","¿Con qué frecuencia haces fotografías?","En caso afirmativo, ¿compartes habitualmente las imágenes que tomas?","Cuando produces imágenes, ¿cuánto tiempo dedicas a prepararlas? (minutos)","¿Repites las imágenes hasta conseguir el resultado esperado?","En tu entorno, ¿las personas que utilizan la tecnología crean imágenes y las comparten?","Cuando compartes imágenes, ¿habitualmente las recibes de otras personas?","Cuando compartes imágenes, ¿habitualmente las envías a otras personas?","Cuando compartes imágenes, ¿habitualmente las produces tú?","Al reutilizar una imagen, ¿crees puedes redefinir el mensaje que el emisor ha pensado?","¿Te gusta seguir a personas que admiras en redes sociales? ¿Eres fan o follower de alguna? ¿En ocasiones escribes comentarios en sus publicaciones?","Cuando compartes imágenes en redes sociales, ¿las acompañas de texto siguiendo las indicaciones que te sugieren las aplicaciones (etiquetado, explicación de la imagen, texto inspirador, etc.)?","En alguna ocasión, aún estando preparado para ello, ¿has dejado de incorporar imágenes en tus mensajes en redes sociales, aplicaciones móviles, etc., porque no entiendes cómo hacerlo?","Cuando haces fotos desde cualquiera de los medios a tu alcance, ¿te facilitan el proceso las opciones que te ofrecen las aplicaciones (filtros, recortes, edición mediante grafismo, etc.)?","Dentro de tus redes sociales o aplicaciones móviles, ¿se comparte información visual que tú no buscas (campañas de concienciación social, chistes, publicidad, etc.)?","Si encuentras esta información visual sugerida, ¿cómo actúas?","Si tienes que crear una presentación de contenidos...","Si las buscas en Internet...","Si las generas tú...","Si las generas tú... [Otro]","¿Cuándo prosumes (produces y consumes) imágenes?","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [1. Para que se entienda mejor el significado de lo que quiero expresar]","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [2. Para explicar mejor dónde me encuentro]","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [3. Para expresar emociones]","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [4. Para ahorrar palabras]","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [5. Para compartir momentos]","Si produces imágenes, ¿para qué las usas? (Respuesta múltiple) [Otro]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [1. No me gustan]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [2. No sé cómo se hacen]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [3. No uso la tecnología]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [4. Cuando las comparto no sé qué significan]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [5. Porque ocupan mucho espacio]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [6. Me parece inútil]","Si has respondido que NUNCA produces o consumes imágenes, ¿por qué no las usas? (Respuesta múltiple) [Otro]","¿Qué imágenes decides compartir en redes sociales u otros medios tecnológicos? (Respuesta múltiple) [1. Imágenes que realizo para mantener las redes activas]","¿Qué imágenes decides compartir en redes sociales u otros medios tecnológicos? (Respuesta múltiple) [2. Imágenes del día a día, que forman parte de mí vida, las utilizo para expresarme]","¿Qué imágenes decides compartir en redes sociales u otros medios tecnológicos? (Respuesta múltiple) [3. Imágenes referenciales con el fin de mostrar algo de forma informativa]","¿Qué imágenes decides compartir en redes sociales u otros medios tecnológicos? (Respuesta múltiple) [4. Imágenes que con las que pretendo causar una reacción (ej. likes)]","¿Qué imágenes decides compartir en redes sociales u otros medios tecnológicos? (Respuesta múltiple) [Otro]","Cuando usas redes sociales, ¿consideras que ser aceptado como miembro de un grupo es más importante que tener autonomía e independencia?","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [1. Amigos]","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [2. Familia]","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [3. Compañeros]","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [4. Con todos mis conocidos]","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [5. Con nadie]","¿Con quién compartes imágenes generalmente? (Respuesta múltiple) [Otro]","Cuando produces imágenes, ¿piensas en la imagen que quieres crear antes de hacerla?","¿Cuánto de tu consumo de imágenes viene desde los medios digitales (prensa digital, Internet, televisión, etc.) y cuánto por medios analógicos (prensa escrita, revistas, libros, etc.)?","¿Cuánto de tu consumo de imágenes viene desde los medios digitales (prensa digital, Internet, televisión, etc.) y cuánto por medios analógicos (prensa escrita, revistas, libros, etc.)? [Otro]","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Qué forma/formas ves en estas imágenes?","¿Has reconocido la/las formas rápidamente?","En la siguiente imagen, ¿qué es lo que más te llama la atención?","En la siguiente imagen, ¿qué es lo que más te llama la atención?","En la siguiente imagen, ¿qué es lo que más te llama la atención?","En la siguiente imagen, ¿qué es lo que más te llama la atención?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Qué ves en esta imagen?","¿Cuál de las imágenes emparejadas te resulta más atractiva? 1/2 2/2.1","¿Cuál de las imágenes emparejadas te resulta más atractiva? 1/2 2/2.2","¿Cuál de las imágenes emparejadas te resulta más atractiva? 1/2 2/2.3","¿Cuál de las imágenes emparejadas te resulta más atractiva? 1/2 2/2.4","¿Qué te sugiere esta imagen?.1","¿Qué te sugiere esta imagen?.2","¿Qué te sugiere esta imagen?.3","¿Qué te sugiere esta imagen?.4","Cuando recibes/consumes imágenes... (Respuesta múltiple) [1. Observo si son bellas, armónicas o no]","Cuando recibes/consumes imágenes... (Respuesta múltiple) [2. Me planteo si significan algo para mí]","Cuando recibes/consumes imágenes... (Respuesta múltiple) [3. Observo el momento y contexto en el que aparecen]","Señala las diferencias que existen entre estas imágenes con tus propias palabras   1.   2.   3.","¿Te resulta atractiva esta imagen? ¿Por qué?","¿Te resulta atractiva esta imagen? ¿Por qué?","¿Te resulta atractiva esta imagen? ¿Por qué?","¿Te resulta atractiva esta imagen? ¿Por qué?","¿Te resulta atractiva esta imagen? ¿Por qué?","Cuando observas estas imágenes, ¿entiendes lo que pasa, aunque los sujetos/objetos no se muestren de forma completa? 1 2 3 4","Si has respondido que no, ¿qué ves en las imágenes?","Observa y describe lo que ves en las siquientes imágenes   1 2 3","Cuando te encuentras con una imagen, ¿intentas entender con qué intención está hecha?","Cuando recibes o consumes una imagen, ¿la comparas con tu propia realidad? ¿Intentas encontrar en tu entorno cierto parecido?","Cuando recibes o consumes una imagen, ¿piensas en el modo en que fue obtenida (técnicamente)?","Cuando observas una imagen, ¿te preguntas cosas acerca de los personajes/objetos que aparecen en la misma?","¿Entiendes, generalmente, las intenciones que tiene el autor de una imagen cuando la ves y la compartes?","¿Eres capaz de expresar verbalmente las emociones que te produce una imagen que has visto?","¿Crees que las imágenes producidas por hombres son diferentes a las que hacen mujeres?","Si encuentras diferencias, escribe cuáles","¿Crees que en la creacción de imágenes trabajan más mujeres, u hombres?","¿Conoces autores/as que trabajen produciendo imágenes?","Pon un ejemplo","Por favor, introduce tu código de trabajador (worker) de MTURK. Lo puedes encontrar en el panel principal de tu cuenta o en la esquina superior izquierda del portal de empleados (Worker) de MTURK https://worker.mturk.com/. Usaremos este código para validar tu respuesta en la plataforma. Proporciona de igual forma este código en Amazon Mechanical Turk (MTURK) después de completar la encuesta. Gracias","Tiempo total","Temporización del grupo: INFORMACIÓN PERSONAL","Temporización de la pregunta: IP1","Temporización de la pregunta: IP2","Temporización de la pregunta: IP3","Temporización de la pregunta: IP4","Temporización del grupo: RECEPCIÓN DE IMÁGENES","Temporización de la pregunta: RI1","Temporización de la pregunta: RI2","Temporización de la pregunta: RI3","Temporización de la pregunta: RI4","Temporización de la pregunta: RI5","Temporización de la pregunta: RI6","Temporización de la pregunta: RI7","Temporización de la pregunta: RI8","Temporización de la pregunta: RI10","Temporización de la pregunta: RI11","Temporización del grupo: PROSUMO (PRODUCCIÓN Y CONSUMO) DE IMÁGENES","Temporización de la pregunta: PI1","Temporización de la pregunta: PI2","Temporización de la pregunta: PI3","Temporización de la pregunta: PI3uno","Temporización de la pregunta: PI3dos","Temporización de la pregunta: PI4","Temporización de la pregunta: PI5","Temporización de la pregunta: PI6","Temporización de la pregunta: PI7","Temporización de la pregunta: PI8","Temporización de la pregunta: PI9","Temporización de la pregunta: PI10","Temporización de la pregunta: PI11","Temporización de la pregunta: PI12","Temporización de la pregunta: PI13","Temporización de la pregunta: PI14","Temporización de la pregunta: PI15","Temporización de la pregunta: PI16","Temporización de la pregunta: PI17","Temporización de la pregunta: PI18","Temporización de la pregunta: PI19","Temporización de la pregunta: PI20","Temporización de la pregunta: PI21","Temporización de la pregunta: PI22","Temporización de la pregunta: PI23","Temporización de la pregunta: PI24","Temporización de la pregunta: PI25","Temporización del grupo: PERCEPCIÓN VISUAL","Temporización de la pregunta: PV1","Temporización de la pregunta: PVuno1","Temporización de la pregunta: PVuno2","Temporización de la pregunta: PVuno3","Temporización de la pregunta: PVuno4","Temporización de la pregunta: PV2","Temporización de la pregunta: PVdos1","Temporización de la pregunta: PVdos2","Temporización de la pregunta: PVdos3","Temporización de la pregunta: PVdos4","Temporización de la pregunta: PVdos5","Temporización de la pregunta: PV3","Temporización de la pregunta: PV4","Temporización de la pregunta: PVcuatro1","Temporización de la pregunta: PVcuatro2","Temporización de la pregunta: PVcuatro3","Temporización de la pregunta: PV5","Temporización de la pregunta: PVcinco1","Temporización de la pregunta: PVcinco2","Temporización de la pregunta: PVcinco3","Temporización de la pregunta: PV6","Temporización de la pregunta: PVseis1","Temporización de la pregunta: PVseis2","Temporización de la pregunta: PV7","Temporización de la pregunta: PVsiete1","Temporización de la pregunta: PVsiete2","Temporización de la pregunta: PVsiete3","Temporización de la pregunta: PV8","Temporización de la pregunta: PVocho1","Temporización de la pregunta: PVocho2","Temporización de la pregunta: PVocho3","Temporización de la pregunta: PV9","Temporización de la pregunta: PV10","Temporización de la pregunta: PV11","Temporización de la pregunta: PVonce1","Temporización de la pregunta: PVonce2","Temporización de la pregunta: PVonce3","Temporización de la pregunta: PVonce4","Temporización de la pregunta: PV12","Temporización de la pregunta: PV13","Temporización de la pregunta: PV14","Temporización del grupo: INTERPRETACIÓN DE IMÁGENES","Temporización de la pregunta: II1","Temporización de la pregunta: II2","Temporización de la pregunta: II3","Temporización de la pregunta: II4","Temporización de la pregunta: II5","Temporización de la pregunta: II6","Temporización de la pregunta: II7","Temporización de la pregunta: II8","Temporización de la pregunta: II9","Temporización de la pregunta: II10","Temporización de la pregunta: II11","Temporización del grupo: Validación MTURK","Temporización de la pregunta: MTURK1"
"2","2018-12-01 13:59:53","6","en","2018-12-01 13:49:20","2018-12-01 13:59:53","207.255.197.83","https://www.mturkcontent.com/dynamic/hit?assignmentId=3G0WWMR1UVK6HEHNK9NSEZSM0D5QNK&hitId=3HY86PZXPYIBKKNZGTPSYRVG48FE1X&workerId=A1AZV2XOQK7RSW&turkSubmitTo=https%3A%2F%2Fwww.mturk.com","Femenino","42","white","FP","4. Bueno","Sí","No","","5. Varias veces al día","6. Más de 6 horas","Sí","Sí","Sí","Sí","Sí","","5. Recibo y envio imágenes de forma constante","3. Ordenador","3. Casi todos los días","No","Sí","No","","4. Dos o tres veces por semana","3. La mayor parte de las veces","2","Sí","3. En ocasiones","3. En ocasiones","3. En ocasiones","2. Muchas veces reenvío imágenes que me envían","Sí","3. A veces interactúo con sus publicaciones en forma de like","3. En ocasiones","3. En ocasiones","2. Muy pocas veces","3. En ocasiones","2. Accedo a la información propuesta","1. Busco imágenes para ilustrar lo que estoy diciendo.","3. Busco en web especializadas en imágenes. Conozco y uso contenidos con licencias","2. Las compongo en programas de edición de imágenes desde otras fotografías","","3. Una vez a la semana","No","No","Sí","No","No","","No","Sí","No","No","No","No","","No","Sí","No","No","","3. Neutral","No","Sí","Sí","No","No","","2. Muy pocas veces","3. Por igual de medios digitales y analógicos","","bird
","womans legs between a man standing in a suit
","A woman on a horse
","big dog paws pair of human legs and small dog","photoshoped rooster","arm","lips","3 nuns rear view","person with shark head in water","womans long hair on mans beard","watermelon tits
","NS/NC","the man running","rope","people","hammer","blurred person","person in a room
","man holding a big fish
","person in hat reading paper","bricks","man sitting on big sculpture of foot","animal horns","1/2","2/2","1/2","1/2","road is long","road is long","been a long way","long way to go","No","No","Sí","2","nothing dirty","no kkk","yes colors","no black n white","no seems gross","NS/NC","","groups ","4. Bastantes veces","3. En ocasiones","3. En ocasiones","3. En ocasiones","2. Muy pocas veces","4. Bastantes veces","No","","2. Más hombres que mujeres.","No","","A1AZV2XOQK7RSW","635.51","16.76","","","","","42.2","","","","","","","","","","","99.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.45","","","","","","","","","","","","13.91",""
"4","2018-12-01 14:31:41","6","en","2018-12-01 13:49:31","2018-12-01 14:31:41","23.229.117.225","https://www.mturkcontent.com/dynamic/hit?assignmentId=3VA45EW49NN0IVXI09XQSNKJIBIO12&hitId=3HY86PZXPYIBKKNZGTPSYRVG48FE1X&workerId=A3EC8PZPP3U090&turkSubmitTo=https%3A%2F%2Fwww.mturk.com","Masculino","27","American","Universitario graduado","4. Bueno","No","No","","4. Diariamente","6. Más de 6 horas","No","Sí","Sí","Sí","No","","4. Bastantes","3. Ordenador","3. Casi todos los días","No","Sí","Sí","","4. Dos o tres veces por semana","","20","Sí","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","4. Muchas veces envío imágenes que hago yo","Sí","4. Soy fan y me gusta relacionarme con ellos de vez en cuando","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","2. Accedo a la información propuesta","1. Busco imágenes para ilustrar lo que estoy diciendo.","2. Busco en Google Imágenes. Tengo en cuenta la licencia de la imagen que utilizo","","","4. Dos o tres veces por semana","No","No","No","Sí","No","","No","No","No","No","Sí","No","","No","No","Sí","No","","5. Muy importante","Sí","Sí","Sí","No","No","","4. Bastantes veces","5. Todo de medios analógicos","","It is one of the bird.","The leg of  girl and boy.","The pair is raiding the horse.","It is very beautiful in the dog standing for camera.","fighting a two cock.It is one of the village game. And it is very interesting.","One of the man raise the hand.","It's look like a petal.But i look one of the girl lip.","It look like a three Muslim women.","One of the person is swim the sea.","I when saw very close the image i saw the one boy very big bread. But the standing one of the girl hair. The hair is not a boy bread.There is girl hair.","The girl is sales for watermelon.","Sí","One the man is runaway fastly.","The girl is should very long hair. And the girl is dancing.","There are the people is sitting on the beach soil.","They are all of the people is demolition on the wall. ","I saw one of the bridge and the standing the one of the men.","First the one of all and the on room.","The man is bearing the one big size fish.","One of the man is the full face covered.  And they doing read a news paper.","It is zooming a one of wall.","The statue on the second finger on one man sitting and they are doing crying.","The are many buffalo is that food eating.","1/2","2/2","2/2","2/2","The long distance is one of the tree. The tree branch is look like a heart shape.","One of the oldest image. The oldest building and stand to saw the one man sawing.","One girl is walking in the side. ","the center of the river is two side to very greenly.They are very beautiful.","Sí","Sí","No","First top image is going on the car is going on the complex.The center image is visual arts. They are look like river and the sun light is is attracted to the river.The third image is one of the sea shell.","They are many of people is doing on constructing work.","They are going some peoples.","One girl is taking to two child.","They are doing all the peoples is cleaning work fastly.","The girl is bath to a the girl bathroom.","Sí","The first image is some girls are sitting on the platform leg. The second image is one girl lying in the room. The third image is saw the two feet. There are full body is drowned to a river.The fourth image is one dog is sleep in the street.","The first image is one oldest pair is working and the two girl was playing.The second image is look like a brassai. The third image is the man is walking the top floor.","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","4. Bastantes veces","Sí","First image is look one boy and the second image is one standing on women.","1. Más mujeres que hombres","Sí","","A3EC8PZPP3U090","2530.96","68.4","","","","","316.48","","","","","","","","","","","234.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.43","","","","","","","","","","","","4.62",""
"9","2018-12-01 14:17:45","6","en","2018-12-01 13:49:37","2018-12-01 14:17:45","122.174.235.174","https://www.mturkcontent.com/dynamic/hit?assignmentId=3K772S5NP8BPAF578KXFFY6CVY8HEQ&hitId=3HY86PZXPYIBKKNZGTPSYRVG48FE1X&workerId=A1CLN24NVIQ54E&turkSubmitTo=https%3A%2F%2Fwww.mturk.com","Femenino","26","american","Universitario graduado","5. Muy bueno","No","No","","4. Diariamente","2. Menos de una hora","No","Sí","Sí","Sí","No","","4. Bastantes","3. Ordenador","2. Dos o tres veces por semana","Sí","Sí","No","","3. Una vez a la semana","","5","Sí","3. En ocasiones","3. En ocasiones","4. Bastantes veces","4. Muchas veces envío imágenes que hago yo","Sí","3. A veces interactúo con sus publicaciones en forma de like","3. En ocasiones","2. Muy pocas veces","3. En ocasiones","3. En ocasiones","2. Accedo a la información propuesta","2. Las genero yo","2. Busco en Google Imágenes. Tengo en cuenta la licencia de la imagen que utilizo","1. Utilizo dispositivos para hacer una foto a lo que necesito (cámara de fotos, móvil, tablet, etc.)","","3. Una vez a la semana","No","No","Sí","Sí","No","","No","No","No","No","Sí","No","","Sí","No","No","No","","3. Neutral","Sí","No","No","No","No","","3. En ocasiones","3. Por igual de medios digitales y analógicos","","i want to see their sea side","i have see their legs.","i have to see their horse and human being.","i have see their men and animals","i have see their cock at the image","i have see their hand in the image","i have see their  flower in the image.","I HAVE SEE THEIR THREE CHRISTIAN  LADIES IN THE IMAGE","I HAVE SEE  THEIR  SEE IN LONG","I HAVE SEE THEIR  OLD AGE MEN IN THEIR IMAGE","I HAVE SEE THEIR  SEA SIDE  MARKET IN THEIR IMAGE","Sí","I HAVE SEE THEIR PALACE IN THEIR IMAGE","SPORTS WOMAN POSE IS VERY NICE","CLIMATE CHANGE AND MANY PERSONS ARE THE SITTING","THE PERSON HAVE  A FIGHT","CLIMATE CHANGER","AMAZING PLACE","ONE PERSON HUNTING  A  FISH","ONE PERSON ARE READING A NEWS PAPER.","WALL","SEE THE LEGS AND THE HUMAN","MANY BUFFALOS ARE THEIR","1/2","1/2","2/2","1/2","AMAZING PLACE ANS SEE THEIR TREE AT THE PLACE","HIGH WALL AND WALK A OLD WOMAN","ONE OLD LADY WALKING AT THE PLACE","GREEN NATURE AND GOING A SMALL PAPER SHEEP","Sí","Sí","No","I  HAVE SEE THEIR  THREE IMAGES IN SEA","MANY MANS ARE THE WALK AT THE STREET","MANY PEOPLES ARE THE PRAYER  INTO THE GOD","ONE WOMAN HOLD A LITTLE CHILDS.","MANY PEOPLES ARE STAND AWAY TO THE WAR SIDE","ONE PERSON  HAS A BOTHING","Sí","MANY DIFFERENT PICTURES ARE THE SEE THEIR","MANY NATURAL IMAGES ARE THEIR","4. Bastantes veces","3. En ocasiones","3. En ocasiones","4. Bastantes veces","4. Bastantes veces","3. En ocasiones","No","","3. Los dos por igual","Sí","NO","A1CLN24NVIQ54E","1687.83","23.24","","","","","58.75","","","","","","","","","","","112.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","1462.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.43","","","","","","","","","","","","4.47",""
"11","2018-12-01 14:22:30","6","en","2018-12-01 13:49:40","2018-12-01 14:22:30","85.248.44.173","https://www.mturkcontent.com/dynamic/hit?assignmentId=39GHHAVOMFR39J347EONIPA0V1IJ4R&hitId=3HY86PZXPYIBKKNZGTPSYRVG48FE1X&workerId=A3HL65WT1I6OU1&turkSubmitTo=https%3A%2F%2Fwww.mturk.com","Masculino","28","Slovak","Universitario sin graduar","4. Bueno","No","No","","5. Varias veces al día","6. Más de 6 horas","Sí","Sí","No","Sí","No","","4. Bastantes","3. Ordenador","4. A diario","No","Sí","No","","3. Una vez a la semana","2. Alguna vez","1","Sí","3. En ocasiones","4. Bastantes veces","3. En ocasiones","3. A veces envío imágenes que hago yo y otras veces no, la proporción es equilibrada","NS/NC","3. A veces interactúo con sus publicaciones en forma de like","2. Muy pocas veces","1. Nunca","2. Muy pocas veces","2. Muy pocas veces","2. Accedo a la información propuesta","2. Las genero yo","2. Busco en Google Imágenes. Tengo en cuenta la licencia de la imagen que utilizo","1. Utilizo dispositivos para hacer una foto a lo que necesito (cámara de fotos, móvil, tablet, etc.)","","3. Una vez a la semana","No","No","No","No","Sí","","No","No","No","No","No","No","","Sí","No","No","No","","3. Neutral","Sí","Sí","No","Sí","No","","4. Bastantes veces","1. Todo de medios digitales","","that looks like a rocky mountain covered in a little snow. not sure what the closeup white thing is though","man in front of a sitting woman","woman on a horse","dog, its owner and another big dog","mutiple roosters","silhoutte of a waving hand","some sort of flower","3 nuns","guy scuba diving with fish in the detail","guy and girl standing in front of each other","guy catching 2 melons (at first glance though it looked photoshopped to make it look dirty haha)","Sí","reflection/shadow of the guy being so sharp","that this woman has a loong or fake hair","that people are looking at something that we cant see","guy destroying a wall","person standing behind the glass","2 rooms. dont know what the thing is supposed to be","man carrying a fish","manlooking at newspaper","wall that has painting on it","man sitting on a foot of a big statue","buffaloes eating","1/2","2/2","2/2","1/2","that theres long road in front of us. (not literally)","sadness","nothing really","id like to know if its a drone shot or not","Sí","Sí","Sí","1-pic of a car
2- that looks like a corrosion or mix of colors of oily texture- more zoomed in
3-no idea what that is. difference is that its a closeup","i like that we can see a man minding his own business whilst there is a train coming through that bridge","no","i mean she looks good","not attractive but interesting because of fog","no","Sí","","1-old pair chatting, one girl lying on the bench and the other sitting
2-thats a potato
3-people walking down the stairs","4. Bastantes veces","3. En ocasiones","3. En ocasiones","4. Bastantes veces","4. Bastantes veces","3. En ocasiones","No","only difference is about people that are posing for the photo","3. Los dos por igual","No","cant remember names on the spot sorry","A3HL65WT1I6OU1","1971.73","16.18","","","","","100.14","","","","","","","","","","","410.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","1321.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.47","","","","","","","","","","","","10.85",""
"12","2018-12-01 13:59:03","6","en","2018-12-01 13:49:40","2018-12-01 13:59:03","183.83.48.96","https://www.mturkcontent.com/dynamic/hit?assignmentId=3P59JYT76LKNK8KMFUJ3RG0B9PDT2A&hitId=3HY86PZXPYIBKKNZGTPSYRVG48FE1X&workerId=AEW0WNGT79HZ9&turkSubmitTo=https%3A%2F%2Fwww.mturk.com","Femenino","27","UNITED STATES AMERICA","Universitario sin graduar","3. Regular","Sí","Sí","YES","3. Semanalmente","4. 2-4 horas","No","No","No","Sí","No","","2. Pocas","3. Ordenador","3. Casi todos los días","No","Sí","No","","3. Una vez a la semana","3. La mayor parte de las veces","5","Sí","3. En ocasiones","3. En ocasiones","3. En ocasiones","4. Muchas veces envío imágenes que hago yo","Sí","5. Soy fan y siempre hago comentarios en las publicaciones que me interesan","3. En ocasiones","5. Casi siempre o siempre","5. Casi siempre o siempre","5. Casi siempre o siempre","2. Accedo a la información propuesta","2. Las genero yo","3. Busco en web especializadas en imágenes. Conozco y uso contenidos con licencias","","","4. Dos o tres veces por semana","No","No","No","Sí","No","","No","No","Sí","Sí","Sí","No","","No","Sí","No","No","","2. Poco importante","No","No","Sí","No","No","","3. En ocasiones","2. Casi todo por medios digitales","","GOOD","MAN","WOMAN","DOG","FIGHT","HANDS","LIPS","WOMAN","FISH","MAN WOMAN LOVE","CLOUD","Sí","PICTURES NICE","WOMAN","ALL MANS","FIGHTS","HOME","HOUSE","FISH","MAN","PICTURES","MAN","BUFFALO","2/2","2/2","1/2","2/2","TREES","OLD MAN","OLD WOMAN","NATURE","Sí","No","No","GOOD PRODUCT","OLD IMAGE","OLD IMAGE","WOMAN","OLD IMAGE","BOTH","Sí","GOOD","OLD IMAGE","3. En ocasiones","4. Bastantes veces","3. En ocasiones","4. Bastantes veces","3. En ocasiones","2. Muy pocas veces","Sí","GOOD","1. Más mujeres que hombres","Sí","MAN AND WOMAN LAST IMAGE","AEW0WNGT79HZ9","563.5","27.27","","","","","25.11","","","","","","","","","","","121.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","328.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.78","","","","","","","","","","","","9.08",""
